square_feet,bedrooms,bathrooms,age,location_score,garage,pool,school_rating,crime_rate,distance_to_city,lot_size,year_built,energy_efficiency,neighborhood,price
1193,3,1.5,3,8.076459819080881,1,0,4,78.7900733476533,31.575988541836562,9222,1971,C,Suburbs,306439.774765351
1764,2,2.5,26,7.476388162807237,1,0,1,85.96732125517966,49.92047326724913,6143,1962,B,Urban,233909.7963279135
2544,5,2.0,13,5.483445645906325,2,0,4,8.953768976666353,47.25404522381087,3889,2020,B,Rural,466882.3230342783
2032,3,3.0,1,8.972569927819077,2,0,5,27.315664674135554,11.816296933683175,9279,1950,C,Suburbs,426106.9054408642
1461,2,1.5,6,2.626126193251756,1,0,2,34.366219200514514,5.837532866922675,8814,1951,C,Urban,247801.16527911785
1642,3,2.5,3,5.067690268901451,2,0,5,1.3364670150314395,21.877562131170176,6410,2000,C,Urban,327485.69794082706
2339,4,2.0,38,7.395582735677084,0,0,5,41.75845545417576,38.404417245462305,8366,1977,B,Rural,360354.4951028394
1634,4,1.0,38,1.6102211474681125,0,1,2,35.879865546961966,39.695809311637376,5289,1968,B,Rural,255565.09170978883
2108,1,2.5,3,4.354096248052398,1,1,5,52.5390170484543,30.76396995411878,8719,1971,C,Downtown,332096.9455898856
2022,4,1.5,4,6.144983219639622,2,0,4,10.018149071616222,31.129509971642918,5319,1996,D,Urban,374606.8355006114
1674,2,2.5,9,4.301231848633213,1,0,4,41.39927802400359,6.912302943209953,10419,1995,A,Rural,346011.5099657068
3071,1,3.5,6,5.321790903454757,1,1,3,59.7415962903299,22.619241473129957,12201,1953,B,Downtown,465690.14982696425
2316,4,4.0,2,6.4730651443036455,1,1,4,80.38152700787097,29.232250009623264,8578,1994,C,Urban,464444.1189815697
987,4,1.5,10,4.315515527616265,0,0,5,76.64524351599312,34.496342742043375,8775,1964,B,Suburbs,217203.9044830093
2093,3,3.0,4,1.954129203302214,1,1,1,40.48565699649996,5.496943852611593,9175,1951,A,Downtown,380300.3056214003
1669,3,2.0,10,2.2550004760791915,1,0,4,38.95325795738952,34.84189962653489,8553,2001,A,Suburbs,260877.2924422003
2426,4,3.5,4,5.743035725987774,0,0,4,3.7472048705071592,47.12217131144034,5807,1970,C,Urban,373411.89552903746
1603,4,3.0,12,2.5726602306870756,1,0,1,8.264462752226098,39.52553445304842,10825,2016,B,Downtown,313514.2574758198
1942,4,1.0,11,9.00850304929507,1,0,5,87.24064350589941,31.569941135566463,8900,2017,B,Suburbs,360444.7019149863
2252,3,2.0,7,8.507671166114434,1,0,5,80.58750471199009,5.759649310262955,9119,2018,A,Rural,427631.3041288308
2432,5,2.0,12,4.141288621054138,0,0,4,2.1087186040451233,39.92346708744414,10017,2004,A,Suburbs,377868.3549662036
1399,5,3.0,6,8.478884547954369,1,1,2,88.2678562366771,33.4848199306107,9930,2012,D,Suburbs,374175.33223701734
1832,2,2.0,1,5.798690473069855,1,1,5,61.38792610474096,27.886009806960278,10468,1981,C,Downtown,346366.1315751752
1762,4,2.5,2,2.43145835742647,2,0,5,80.19191197842368,40.30502517964856,8908,2015,A,Downtown,359546.02355109405
1673,3,2.5,2,6.527906690871913,2,0,1,50.252672315752264,34.050605867551155,6281,1952,A,Urban,280524.6941010578
2882,3,4.0,0,7.115060054947659,0,0,4,15.062637852481696,24.015263542203304,8833,1974,D,Rural,487787.4092145028
2202,4,3.5,12,1.7550242062314274,1,0,2,35.68905011614768,12.494105593849365,7949,2016,B,Rural,346843.79693752795
1369,1,2.0,4,3.8300778137983436,1,1,2,45.002907758684174,25.712668377587647,6250,2019,C,Urban,271254.9914607135
2458,3,3.0,0,1.0484558885072706,1,0,2,75.39121420269798,8.549464952388856,10903,1995,B,Downtown,372957.50478498143
3061,4,3.0,17,3.847859230205137,1,0,3,81.26925950744396,3.949587642415173,7699,1953,A,Rural,460343.7199471671
2516,2,3.5,11,4.019007996273238,0,1,5,74.14529269914303,12.464016763631712,8456,1951,C,Suburbs,421189.95919365314
1240,3,1.0,6,6.671877641011764,2,1,1,47.66474396635021,18.98795320280478,6543,1996,A,Downtown,255225.55372935793
1757,5,2.0,2,2.791389516842485,1,0,4,66.37014464580699,32.69346091551653,7891,2021,D,Rural,360563.7473472505
2633,3,2.0,1,1.270818880550134,1,1,5,29.55147814275618,25.469332191126874,9861,2012,A,Urban,457869.0228029722
1646,3,2.0,6,3.8407108014395326,1,1,4,98.78017099667518,37.0221151399792,12091,1995,C,Suburbs,289253.73011411674
2221,3,1.5,21,8.430575916330316,1,0,5,16.8205737525668,37.13633514571288,5079,2010,D,Rural,354732.283275354
2387,3,2.0,2,4.592306850020435,1,0,5,72.36025651528786,35.597681225986285,8044,1963,D,Rural,371672.99677406915
1536,4,2.5,8,4.735843928506178,2,0,4,15.493057453648774,27.826324598677463,1739,1953,D,Downtown,304525.26950643497
1970,4,2.0,32,5.22124806561942,1,1,4,28.086614157226098,33.48862845183161,7141,1999,B,Rural,358856.5873822542
379,3,2.5,10,7.766099477289878,1,0,1,74.88258100567381,48.89389523035175,8234,2006,B,Suburbs,167104.64851588703
1487,4,1.0,5,5.320224031407147,0,0,4,72.91157120126338,35.58328944913564,8326,1994,B,Urban,264702.09913284844
1873,3,3.5,12,1.8215447728310417,1,0,4,12.45098264211233,37.381522223466256,11275,1965,C,Rural,372649.9063512215
1376,3,3.5,17,2.8575981963968466,1,0,4,67.85427414335899,15.268448940484818,7545,1988,C,Urban,283075.3724381899
2816,4,2.5,8,2.6910763029331757,0,1,3,20.38390492488945,24.421308015534837,11123,1957,B,Downtown,462278.5389506031
1284,4,3.5,20,5.570769865639022,0,0,5,97.29615845531715,22.325113223136743,8493,1995,B,Downtown,299020.1195145808
1779,3,1.5,7,1.2693651855870267,0,1,5,60.305173451013225,18.320041497402926,6979,2013,B,Urban,289226.64000921044
2065,1,3.0,17,3.5525494766148724,1,0,2,0.3479424984228374,23.51850746184713,8381,2001,C,Downtown,271647.34347663244
2720,2,1.5,30,6.4647544693885175,1,1,4,20.845455116789513,30.3030506075534,8257,1968,A,Suburbs,425156.08997608215
1282,2,2.0,6,4.191856079784415,2,0,5,22.960549592051514,31.58577064647125,8397,1978,D,Urban,295727.3341202705
2581,2,2.0,9,7.369409425769395,1,0,4,24.70981111057092,42.13915220645981,6604,2000,A,Suburbs,404387.62540941976
2005,4,2.5,9,4.520992031711113,0,1,5,55.709307360061224,33.159799221827086,6580,1963,B,Urban,372986.382539529
1509,1,2.0,15,9.813317755400007,1,0,3,20.560671986366142,43.599352128615166,10271,1985,A,Rural,248497.7893641773
2231,4,2.5,17,9.68820658352483,0,0,3,41.279207883786185,33.17403896294927,10109,1960,B,Urban,380325.3096552667
2099,2,2.0,0,8.198566430181321,0,1,3,17.332496758120985,18.15385693100665,6342,2005,C,Downtown,328443.52398870664
1699,3,3.5,13,9.5895147524636,1,0,1,66.69024495048888,31.912679419085546,7730,1999,C,Urban,315435.6016940156
2034,3,2.5,15,2.843004174558967,2,1,5,56.87066633379012,36.72196067286005,8766,1994,B,Downtown,370846.9230707726
1807,2,1.5,12,7.758308492167062,2,0,3,62.869808847937406,34.597064878917266,9629,2022,B,Downtown,300244.39677168254
2056,4,2.0,12,3.894927699875113,0,1,3,96.74083480067311,42.64570494847579,8376,1988,B,Urban,334042.1726223131
2331,1,3.0,0,7.527648870486313,0,0,5,39.9301943113371,45.37332309496919,10308,2014,B,Rural,370016.3704372568
2793,3,2.0,5,4.365041154698793,1,1,4,21.547262575666927,17.425380010167025,7844,1983,C,Urban,476247.92287821125
1381,4,2.5,17,3.6047859376976694,1,0,3,99.87709018016665,4.86707354740868,11093,1979,D,Rural,270180.81055035023
3066,4,2.5,27,9.62915585699494,1,0,5,5.8075065023779455,33.1641244212933,13103,1970,B,Downtown,493026.5945528993
1023,2,2.0,2,2.888968975802543,1,1,5,81.03493714655254,6.402869932153949,8145,1952,C,Urban,180974.11228011877
1924,3,2.0,8,7.827117351459064,0,0,5,16.21766066586613,44.31513744714912,8750,1981,B,Rural,370603.60061963584
2294,4,2.0,16,7.072049468840997,1,0,4,66.47852340389643,41.286064288252994,6119,2006,A,Rural,367918.249547599
2140,5,1.5,13,3.7312987762725784,2,0,4,47.37962430498632,35.96286337271685,7657,2017,C,Downtown,383997.6220652617
1688,4,2.0,9,5.125087157430516,1,1,3,83.90255634208216,46.38262454389368,8357,2006,B,Suburbs,320738.99206590664
1895,3,1.0,0,2.2864878633189627,1,0,1,73.10911006127763,44.47197091228137,9396,1972,C,Rural,277536.22835851926
1753,5,2.0,12,9.290877439336503,1,0,2,17.2335896999638,46.223737772875566,7590,1999,B,Urban,365099.88016766676
1705,1,2.0,14,9.713078213746876,1,1,4,66.52449982488203,37.03679979629358,9492,1964,C,Rural,295845.5147887197
2424,1,4.0,12,7.592167285762237,0,0,2,21.709098207333412,19.054362169552554,7249,1999,B,Rural,374038.14898478583
2178,4,2.5,14,8.644783094493668,1,1,5,16.92704264196443,3.33949308202772,10017,2012,C,Rural,418981.53334936564
1653,2,3.0,5,1.743556877211868,1,0,4,8.41160459612994,4.016468494451151,8829,1969,D,Rural,324340.5898374975
2449,1,1.0,50,4.455717561607523,0,0,2,11.365603468471374,39.864134352564726,8739,1990,D,Rural,246027.41967101832
2153,2,1.5,14,3.977300033939933,0,0,3,70.38773636781742,10.37762608909869,7079,1996,C,Suburbs,313914.2426989736
2406,3,3.0,8,6.084564090571621,1,0,4,99.21216243992767,16.341601403776984,7832,1987,B,Urban,407305.9375032039
2314,4,2.5,27,2.6501976520676607,1,1,5,67.57923277821179,29.719224883195146,7252,1955,C,Rural,449997.3974802801
1585,4,1.5,23,6.070431885642979,1,0,5,70.84671784761221,7.423459970392619,9737,2015,C,Suburbs,337733.57226712006
1719,2,2.0,16,6.8892882901892945,1,0,4,78.27097792084099,49.281085559607845,5289,1993,C,Rural,296845.2983085397
2373,3,2.5,8,2.1911778267153648,1,0,2,88.90113685282381,41.038032499482384,6587,1968,A,Suburbs,344165.9913414995
2305,5,3.0,7,2.185486379788996,1,0,5,26.772973979271264,29.6508295567822,10413,1979,C,Suburbs,433237.7733485424
1989,4,1.0,3,1.3188105085883597,1,0,5,60.454568453396796,45.51448277088368,8375,1983,B,Downtown,291260.0268682737
2058,3,2.5,2,7.848032046617298,0,0,5,21.66369384719593,25.184967322202805,10445,2003,B,Suburbs,412265.9330583019
2638,5,3.0,7,3.9790768315492424,0,1,2,52.563752292513186,44.95039863098487,9659,1978,C,Rural,488063.1610867451
1704,4,4.0,8,3.0287841017032195,1,0,4,20.86685302382153,41.473029375387455,9865,2017,D,Suburbs,354128.55360888666
2273,1,3.0,2,8.00284955540706,1,1,5,6.400532687399196,1.6900827183345883,8841,1959,C,Suburbs,406864.68119639874
1898,1,2.0,25,2.289301210805856,2,1,3,8.828453530829428,40.040181583399445,6684,1977,C,Urban,274921.5754025192
1891,2,3.0,8,4.844650843875744,1,0,4,97.63023962702613,39.41255224120436,8150,2007,C,Rural,305567.1971798185
2549,4,3.0,7,7.703080079666746,1,0,3,0.6018081912909978,16.551642898929572,5503,2007,C,Downtown,432099.0042827167
2412,2,3.0,5,6.164490858284589,1,0,3,69.01649944377023,25.159045214681644,7669,1963,C,Rural,379987.71871380566
2406,3,3.0,0,5.986001291431808,1,1,4,88.73075421027507,7.771551440677491,6909,1960,D,Rural,453684.00015890354
2652,1,3.5,21,2.417170696444226,0,1,5,39.37037236708875,33.66250445116614,4277,1990,C,Urban,374923.8949839977
2010,5,1.0,3,2.6283945505126693,1,1,1,70.81148434218741,34.04526372967099,8852,2018,D,Rural,364881.291839486
2340,3,1.5,10,6.24302914518767,0,1,5,34.88872916553023,49.09148278263092,8655,1971,C,Suburbs,407864.39314304374
1844,5,3.0,9,1.2121017497259408,0,0,5,52.896485163759365,36.41490941907883,10524,2018,C,Downtown,351190.0669558198
2162,5,2.0,8,8.822061900670693,1,0,3,93.56988452987962,22.920054937368278,5552,2018,B,Rural,429778.0925946261
1934,1,1.0,7,4.154237205768773,0,1,3,4.233507229588385,9.833382724689379,10161,2004,B,Downtown,344357.32566576893
2048,3,2.0,2,4.749545953155944,1,0,4,26.717495923524424,39.59805450399928,3361,1967,C,Rural,366653.07303788373
2297,1,3.0,3,3.3258910125934005,1,0,5,10.598856537159563,18.33598616060044,7705,1999,B,Suburbs,367492.11616873066
1590,5,1.5,7,8.89003989336793,1,0,1,49.59254322210539,47.24250891628465,11952,2016,B,Suburbs,306995.40233647806
3046,3,2.5,15,6.782536655253145,0,0,4,77.04804123509817,14.57733161647807,7942,1978,D,Suburbs,457568.8311674659
1496,1,1.0,5,5.049176221315601,0,0,1,97.65997230956921,10.633555624725975,6530,1973,A,Urban,208836.65628680485
1392,2,1.5,2,6.26777916093767,1,0,2,15.544808469964122,31.401303031386796,7833,1970,D,Suburbs,290593.37693097326
2579,3,2.0,0,4.423326363778518,1,0,4,4.393071215535704,45.86592960436022,9696,1988,D,Downtown,400548.8226699855
2395,5,1.0,10,5.1902423045597095,2,0,2,13.834891448323871,7.912303580512427,7435,2000,C,Suburbs,399857.4342418704
2312,4,3.0,5,4.218689740728561,0,0,1,96.87525156190965,3.0258136996616445,8784,2022,C,Downtown,413396.5860292493
2314,4,3.5,1,4.6960731478975175,1,1,2,32.01289617971532,48.40186731646551,8761,1974,C,Suburbs,419694.47638156806
1993,3,3.0,11,3.8347888960848726,0,1,2,26.71724713395812,7.699462032439165,9097,1967,C,Rural,362894.17323718715
1551,1,1.5,2,1.698769697914198,1,0,5,73.50672524988086,30.768463645678114,10072,2005,C,Urban,231350.58793405627
2037,5,2.5,7,1.3361165034685194,2,0,4,12.067537686562568,10.755792524566143,11959,2010,A,Urban,412891.9511256462
1661,1,1.5,3,2.5669558384096476,1,0,4,34.907508381305284,9.216410464370478,8174,1959,D,Suburbs,265232.71885364293
2487,5,2.0,26,3.2647396944585734,1,1,3,14.48116227106141,8.646225289875378,8645,1971,D,Suburbs,437943.8952943279
1926,3,2.5,2,9.014246745307142,1,0,2,97.43204787056978,35.78854222829962,5625,2002,B,Rural,335943.14600229956
1587,1,3.0,5,6.501237890707943,2,0,5,28.512269848613048,38.22147527781267,9889,1975,B,Suburbs,306866.4599135744
1839,4,1.0,32,9.624674526615918,1,0,2,26.9195230892045,6.870209340478848,10721,2000,B,Downtown,308698.35139674076
2206,5,2.0,3,4.0568217417606665,0,0,3,63.44027806338681,7.691866957859174,9376,1978,B,Rural,417124.46772504586
1718,5,3.5,10,4.615642034203933,0,1,3,1.661631989108392,46.7822106881334,5227,1974,A,Suburbs,390232.4611823415
1588,2,2.0,3,7.4777790483087125,0,0,3,65.35376243765678,29.85413392057828,7190,1971,C,Downtown,285025.3488836833
2121,2,3.5,1,6.201118698706274,0,0,4,45.38549660718264,39.283474154354195,8102,2006,A,Urban,339783.0753760653
2122,3,4.0,9,5.750920723438886,2,0,2,18.413501139365618,4.947264741746595,6286,2009,C,Rural,416743.253494669
1746,4,2.5,24,6.180076374075328,1,0,3,48.634297928037206,3.5681977698672998,12289,1973,C,Downtown,344681.62298710574
1764,4,2.0,6,6.257217810488138,1,0,4,99.89882590425094,20.413689984882886,8819,1953,D,Urban,333045.8310063109
2116,2,3.0,9,7.891663817840782,1,0,5,83.8805970646463,28.20746512479751,9863,1970,B,Suburbs,362258.52735404787
1275,5,1.5,9,7.012738245835081,1,0,3,97.41641278324914,19.252491167770955,9894,2005,D,Suburbs,297842.20635143266
1296,4,2.0,5,9.615828238138613,1,0,3,92.60613441290027,35.95819242823383,8223,2016,C,Urban,273210.38979484374
1640,4,3.0,9,9.531667162507897,0,1,3,82.0415073839379,33.8046591543731,5598,2011,A,Rural,370036.91644721344
1893,3,2.0,3,4.797305647104066,0,0,4,33.47444733184831,22.895878910495064,9577,2005,B,Rural,336548.58312030666
2155,3,1.5,4,1.3215034856071939,1,0,3,72.9936124877577,4.891494989786349,12022,1962,D,Urban,359045.6575672421
2737,5,2.5,5,1.0996730399685455,1,1,3,39.1538043461855,30.180793362399257,7243,1988,D,Suburbs,450838.55342156143
2428,3,3.0,19,2.1087406439908998,2,0,3,42.952667656964536,12.852059618998437,6866,1989,C,Suburbs,390171.2134045028
1920,4,1.5,4,1.6740765900828598,1,0,5,87.3392070543283,19.906059683278453,9677,1950,C,Rural,338992.54809152626
1990,5,2.0,10,4.3602944407378175,1,1,3,20.518316880373256,1.7054943145895018,9847,1959,B,Suburbs,406092.5778502544
1498,4,1.5,2,1.4758713899560263,2,0,5,29.659435371242292,26.534299998118314,10289,1992,B,Downtown,326067.5930687342
1990,3,2.0,2,6.624226325234062,1,1,3,93.05001274848264,35.250577493692596,7717,2018,B,Downtown,372030.7905155609
1855,1,3.0,10,2.7115680339574952,1,1,4,69.95944108862435,29.297353911168926,7712,1990,B,Downtown,295750.14470870444
2161,1,3.0,14,5.625687867126288,1,0,5,6.489879535362231,37.827243092382496,2743,2005,C,Urban,362063.11158712825
1586,2,2.5,6,1.9277090437036164,1,0,5,12.16130225126577,49.97136565917805,8100,1996,A,Urban,273564.15291482094
2259,2,1.0,4,8.449561592454629,1,0,3,57.954823113509825,31.995822243408135,6872,1989,A,Rural,383033.428103638
2766,2,1.5,24,8.019629453739844,1,0,1,79.87549612566815,11.83287916411953,3586,2005,C,Suburbs,343535.6934637081
1945,3,1.5,1,4.478384989462558,1,0,5,79.2806820519192,29.042273176077188,11787,1955,C,Urban,334798.3742254103
2200,3,2.0,12,9.195339992730256,1,0,2,42.492601398095275,13.008651384637167,8483,1984,B,Downtown,330264.3920264002
2345,3,1.5,11,2.6713058156683944,2,0,5,25.850929904823715,17.179892222948826,4433,2021,C,Rural,374383.88385721407
1799,1,2.0,11,8.325430346917326,1,1,4,78.7708011360419,18.250154064407223,8753,1989,A,Downtown,344296.7673166264
2112,1,1.0,27,5.912698909389742,1,0,5,94.40681288868451,26.479292408781042,11721,1959,D,Downtown,269898.14660852315
2006,4,3.0,13,3.9662206146886647,1,0,4,44.4130709623166,26.662864072293413,10407,1957,B,Rural,385927.4872450022
2048,3,3.0,3,1.75924841425847,2,0,5,13.727633979461817,33.698594429071015,9933,2011,B,Suburbs,362753.3709278003
1613,3,2.5,4,2.5418001376697585,1,1,4,60.97293467492045,22.44850418164002,5536,2017,B,Urban,328402.0140067929
2012,4,1.0,4,8.765763448201188,1,0,3,7.163501422635788,10.197066185867413,6911,2009,D,Downtown,394704.6144590074
2248,4,3.5,0,6.461974676725438,2,0,3,61.15006016585839,25.058370408600492,6262,2022,B,Downtown,465973.4505342996
2725,3,4.0,24,3.133860025568496,1,0,3,17.294583285067766,40.02695207712902,8036,1987,B,Rural,435175.61352938495
2479,4,1.5,0,5.462675897100081,2,0,3,51.59790781560649,35.4384354252682,9550,2006,B,Urban,406748.4196566206
3076,5,3.0,12,1.9705300284271767,0,0,5,62.54941963231712,6.648566472030279,8874,2000,A,Downtown,461534.2052897315
1616,4,3.0,13,1.8895824250173345,2,0,4,44.67256848176031,47.468424734683936,6184,2005,B,Suburbs,324782.33165793825
2436,3,2.5,18,9.169881864734513,0,0,4,82.72968627411889,15.98560098895566,7632,2012,A,Downtown,420466.40369039495
2091,4,2.0,8,5.120706603366183,1,0,3,37.47088631197302,29.736457978495732,10086,1974,D,Urban,369565.4040667152
3094,2,2.0,12,4.2541043855602325,1,1,5,15.503278516844954,2.5713326783085972,9021,2009,A,Downtown,468785.82976045803
1595,3,2.5,3,9.541646439798347,1,0,3,46.390467402748094,45.564358201265705,8799,2014,D,Rural,337345.58700622356
1580,5,2.0,13,4.591006107464528,1,1,2,96.35388287476553,34.495008918268134,6244,1990,B,Downtown,321713.1363404486
1700,3,3.5,4,4.026179152482223,1,0,5,88.01822225417895,14.52670074716526,8320,2013,A,Rural,334911.2703767357
938,5,3.0,23,3.4568755404205804,0,1,5,31.10832850317953,34.483293328601036,5730,1960,B,Urban,292402.9882083946
1737,3,1.5,1,6.085565386723858,1,0,3,24.270509137140138,15.334810519294507,6348,1993,B,Downtown,334863.2066958934
1620,5,2.5,3,6.025695330481403,1,0,4,48.32881570746985,13.726562552975183,5041,1999,C,Rural,340715.66878672806
2075,3,2.5,6,1.1457475839726543,1,0,3,65.51580050975132,22.902244786040388,11457,1993,C,Suburbs,302148.7163222543
2170,1,1.5,14,6.8865609156157594,0,1,3,92.67194228023318,30.403188818233975,11537,1997,B,Rural,294495.7657537827
2938,3,2.0,13,8.094763927238082,1,0,5,61.33262009935553,11.257972516715009,5991,1980,A,Urban,439145.6088198022
2475,2,3.5,2,6.543680881873506,1,1,5,83.61164171927317,37.40234857831345,6448,1982,D,Suburbs,462245.4965214662
1711,1,2.5,1,8.82899324455634,1,1,4,69.60734494145541,29.324516836892013,7364,1970,B,Urban,315661.3765844559
1550,4,1.5,3,3.487747249330083,2,1,4,10.152303903325699,1.3655475805404875,10436,2010,B,Rural,377491.58717138466
2245,2,1.5,6,2.7278146249186825,0,1,2,89.17855242084684,27.919418195193476,9215,1956,C,Urban,310903.3503838553
1339,4,2.5,7,7.275502844379764,2,0,4,19.953744373248796,21.624829322206455,10762,1977,C,Urban,325910.47128718835
2915,2,2.5,5,2.697031919802946,2,1,5,36.66470000053008,33.79862438208645,11374,1978,D,Urban,482746.67323995056
2589,2,2.0,10,1.819943914377367,0,1,4,84.02617115890864,44.99131488982132,8967,1999,A,Urban,327608.9946207115
1765,5,2.5,5,1.8695356168569566,1,0,4,97.92128896775525,13.869815824436035,8596,1951,B,Downtown,377218.4012774011
1143,3,1.0,29,7.915541439031462,1,1,1,31.06117909120194,34.01033112272679,10723,1960,A,Urban,241008.68311917924
2676,4,1.5,3,1.2586357150129395,1,1,5,38.32228425021451,8.431752640510833,10161,1952,A,Suburbs,459014.1187601924
1942,4,2.5,9,3.6051103435527994,1,1,3,48.56136418501764,5.194109210193337,10149,1959,B,Urban,409367.60096668405
2618,3,1.0,9,2.1626776894966913,1,0,3,49.799164994348274,46.659595365364126,8950,1973,A,Downtown,385596.3341574602
1202,5,3.5,3,7.794191321195546,1,0,4,75.03749047822933,43.25217926382411,10083,2023,C,Rural,316445.2336953026
